,CFIBF,RACCB,JS,nonRedudantComparisonsP1,nonRedudantComparisonsP2
2024,35.543017004155395,0.0034965034965034965,0.013157894736842105,39.0,26.0
2027,138.04734474788503,0.2,0.16666666666666666,13.0,5.0
2073,87.33830680410482,0.017857142857142856,0.022058823529411766,52.0,59.0
2122,206.05988690976247,0.03125,0.04487179487179487,23.0,119.0
2247,109.55573855026725,1.0,0.023255813953488372,70.0,81.0
2289,87.33403503279004,0.047619047619047616,0.038461538461538464,40.0,37.0
2365,143.01983674453237,0.002,0.032679738562091505,70.0,61.0
2447,83.23346866662474,0.1111111111111111,0.03125,32.0,40.0
2498,115.24435726268472,0.00980392156862745,0.022598870056497175,42.0,107.0
2562,97.70495360262981,0.0011123470522803114,0.02564102564102564,46.0,58.0
2604,73.61104623279537,1.0,0.06060606060606061,31.0,1.0
2679,87.33403503279004,1.0,0.02702702702702703,53.0,44.0
2716,156.57577196792244,0.025,0.028846153846153848,61.0,125.0
2778,123.86482844913468,0.015384615384615385,0.043478260869565216,25.0,46.0
2826,86.40600709206858,0.041666666666666664,0.02727272727272727,72.0,28.0
2890,156.8131189031654,0.002770083102493075,0.03067484662576687,99.0,50.0
2993,122.219905499585,0.009615384615384616,0.022321428571428572,41.0,118.0
3041,139.9203498188677,0.08333333333333333,0.03333333333333333,56.0,83.0
3137,133.10398492939896,1.0,0.05063291139240506,29.0,43.0
3167,88.49733961696397,1.0,0.041666666666666664,43.0,23.0
3250,34.65040531978519,0.0006666666666666666,0.012658227848101266,36.0,43.0
3295,87.33830680410482,1.0,0.015,76.0,91.0
3356,106.70072087126766,1.0,0.02127659574468085,100.0,53.0
3458,141.3757296611469,1.0,0.4444444444444444,6.0,1.0
3475,117.99645282261864,1.0,0.027972027972027972,55.0,64.0
3542,126.3201499512793,0.0024154589371980675,0.026845637583892617,77.0,53.0
3621,167.24860118769817,1.0,0.05217391304347826,55.0,32.0
3706,88.37565825729165,0.007936507936507936,0.03125,47.0,30.0
3753,182.67173396257618,0.0033333333333333335,0.029661016949152543,50.0,151.0
3830,75.96110559913943,1.0,0.05405405405405406,32.0,4.0
3849,97.05994560597296,0.007575757575757576,0.01904761904761905,61.0,88.0
3956,84.62424088167072,0.009615384615384616,0.018518518518518517,82.0,50.0
4008,63.9703889394018,1.0,0.03076923076923077,36.0,19.0
4107,120.77005456839181,0.004273504273504274,0.026490066225165563,77.0,52.0
4140,150.73434676117003,0.020833333333333332,0.08196721311475409,28.0,29.0
4169,123.86482844913468,0.009615384615384616,0.06060606060606061,22.0,33.0
4245,173.87660075291762,0.013888888888888888,0.04487179487179487,62.0,70.0
4301,127.15349025467809,0.009615384615384616,0.024630541871921183,43.0,116.0
4358,99.13258612191193,0.002304147465437788,0.06,14.0,35.0
4385,114.9883711291518,0.008928571428571428,0.024844720496894408,34.0,113.0
4451,72.29107412771009,0.0030959752321981426,0.029850746268656716,31.0,28.0
4474,99.82798869704922,0.00510204081632653,0.05357142857142857,12.0,40.0
4509,88.53100697192946,1.0,0.01875,84.0,48.0
4575,117.74850680557854,0.0625,0.05405405405405406,27.0,41.0
4619,89.44420026014006,0.008928571428571428,0.019867549668874173,34.0,105.0
4675,179.4240102169459,0.004329004329004329,0.03428571428571429,72.0,67.0
4738,85.81190204671942,0.025,0.03488372093023256,38.0,39.0
4811,66.24264981779233,0.0011123470522803114,0.023529411764705882,41.0,35.0
4867,62.04921974082684,0.03571428571428571,0.022988505747126436,45.0,32.0
4912,71.08603400831079,0.008264462809917356,0.0392156862745098,38.0,13.0
4949,117.74850680557854,1.0,0.06666666666666667,25.0,23.0
5100,88.37565825729165,1.0,0.014925373134328358,130.0,52.0
5215,51.8774248965007,1.0,0.013071895424836602,81.0,54.0
5269,83.62430059384909,1.0,0.020134228187919462,60.0,56.0
5394,36.145537063855045,0.008264462809917356,0.022222222222222223,35.0,11.0
5464,64.01149511521237,1.0,0.015267175572519083,93.0,23.0
5582,111.49906745846546,0.012987012987012988,0.04819277108433735,57.0,22.0
5653,53.7131358947127,1.0,0.008968609865470852,77.0,99.0
5751,84.7153484686993,0.0030959752321981426,0.02040816326530612,55.0,47.0
5806,127.9407778788036,1.0,0.16666666666666666,21.0,1.0
5876,100.38547271183644,0.03333333333333333,0.03296703296703297,40.0,29.0
5915,97.92691522586934,1.0,0.016877637130801686,74.0,118.0
6005,114.6351149960146,0.0024154589371980675,0.024691358024691357,64.0,71.0
6086,148.84697823359932,0.009615384615384616,0.02830188679245283,35.0,134.0
6122,164.7537944880214,0.2,0.029535864978902954,33.0,127.0
6175,82.72090933518776,0.0030959752321981426,0.01910828025477707,63.0,47.0
6251,92.89862133685101,0.0033333333333333335,0.03296703296703297,48.0,31.0
6311,94.08787134189924,0.015625,0.015306122448979591,105.0,45.0
6406,71.08603400831079,0.008264462809917356,0.03333333333333333,42.0,18.0
6455,109.12803561912857,0.023809523809523808,0.02030456852791878,77.0,73.0
6525,33.46182423727881,0.009615384615384616,0.011494252873563218,18.0,53.0
6613,33.46182423727881,0.0009157509157509158,0.009523809523809525,72.0,13.0
6624,71.08603400831079,0.002770083102493075,0.010362694300518135,98.0,31.0
6777,111.49906745846546,0.5,0.02962962962962963,78.0,41.0
6828,119.65457828033324,0.3333333333333333,0.0625,37.0,17.0
6889,54.95495955394042,0.022222222222222223,0.0196078431372549,78.0,23.0
6970,92.45561243220305,1.0,0.04225352112676056,33.0,27.0
7013,64.91378650189755,0.002770083102493075,0.009615384615384616,98.0,31.0
7118,61.93241422456734,1.0,0.022988505747126436,49.0,31.0
7172,34.07829579150304,0.004166666666666667,0.013333333333333334,28.0,47.0
7196,165.4418186703755,0.020833333333333332,0.036585365853658534,68.0,70.0
7274,147.4955660282733,0.003125,0.040983606557377046,31.0,61.0
7323,89.71200510847295,0.006944444444444444,0.04225352112676056,30.0,33.0
7349,97.92691522586934,0.08333333333333333,0.017094017094017096,71.0,119.0
7431,105.85068457892991,0.008333333333333333,0.023529411764705882,55.0,98.0
7504,83.23346866662474,0.002770083102493075,0.014563106796116505,79.0,100.0
7589,35.004482660656365,0.004166666666666667,0.012195121951219513,25.0,57.0
7633,112.95379795826574,0.002380952380952381,0.03418803418803419,53.0,47.0
7690,117.75069151729309,0.023809523809523808,0.0547945205479452,33.0,28.0
7724,69.30081063957039,1.0,0.08695652173913043,18.0,5.0
7759,54.95495955394042,0.022222222222222223,0.022727272727272728,50.0,35.0
7825,88.31301863796982,0.007575757575757576,0.017857142857142856,65.0,60.0
7863,110.29454578025035,0.041666666666666664,0.024096385542168676,58.0,98.0
7929,70.00896532131273,1.0,0.03278688524590164,17.0,41.0
7946,149.52000851412157,1.0,0.04854368932038835,40.0,32.0
7992,110.16704775778851,0.1111111111111111,0.05333333333333334,30.0,31.0
8037,103.95121595935558,1.0,0.07894736842105263,30.0,7.0
8082,176.09506314188215,0.02,0.01876675603217158,64.0,202.0
8159,64.91378650189755,1.0,0.021739130434782608,30.0,56.0
8216,61.18936638325161,0.0625,0.0196078431372549,50.0,49.0
8269,64.91378650189755,1.0,0.016,76.0,20.0
8399,56.45593183565762,0.003472222222222222,0.016,50.0,51.0
8438,132.3133557236624,0.002,0.030120481927710843,61.0,76.0
8532,79.38801343419743,1.0,0.02127659574468085,63.0,51.0
8605,103.95121595935558,0.04,0.04,23.0,40.0
8648,117.99645282261864,1.0,0.04081632653061224,46.0,32.0
8704,139.3738343230818,1.0,0.02824858757062147,55.0,112.0
8786,66.24264981779233,0.025,0.05714285714285714,18.0,12.0
8834,65.88002807325894,0.1111111111111111,0.04,39.0,10.0
8893,139.3738343230818,1.0,0.03937007874015748,60.0,51.0
8963,123.35932575694655,0.1,0.03333333333333333,28.0,66.0
9023,72.4356012984553,0.003472222222222222,0.01764705882352941,102.0,35.0
9109,123.86482844913468,0.020833333333333332,0.037383177570093455,27.0,77.0
9153,149.56822285041656,0.014285714285714285,0.031055900621118012,69.0,52.0
9218,112.95379795826574,0.041666666666666664,0.027777777777777776,59.0,72.0
9303,90.57754092629385,0.016666666666666666,0.030612244897959183,63.0,28.0
9395,39.27535885455576,1.0,0.0196078431372549,34.0,17.0
9440,83.4684268078432,0.008264462809917356,0.0189873417721519,54.0,93.0
9488,120.58747740893601,0.014285714285714285,0.02531645569620253,51.0,73.0
9590,35.543017004155395,1.0,0.041666666666666664,21.0,2.0
9614,64.91378650189755,0.001443001443001443,0.018691588785046728,70.0,32.0
9682,123.35932575694655,0.1,0.03333333333333333,28.0,66.0
9722,126.3201499512793,0.00510204081632653,0.044444444444444446,27.0,57.0
9771,73.61104623279537,0.023809523809523808,0.046511627906976744,35.0,6.0
9787,92.45561243220305,1.0,0.036585365853658534,71.0,7.0
9901,64.91378650189755,0.01282051282051282,0.02564102564102564,21.0,37.0
9912,61.63707495480204,1.0,0.045454545454545456,41.0,2.0
9969,123.35932575694655,0.1111111111111111,0.05128205128205128,38.0,27.0
10021,119.61600681129727,0.0008230452674897119,0.04081632653061224,53.0,37.0
10078,62.972822242159474,0.006944444444444444,0.027777777777777776,43.0,23.0
10133,88.31301863796982,0.002380952380952381,0.02654867256637168,40.0,32.0
10180,94.4592333632392,0.04,0.02586206896551724,62.0,41.0
10289,63.870555997535526,0.016666666666666666,0.022222222222222223,40.0,43.0
10321,81.50126572861929,0.04,0.017142857142857144,98.0,43.0
10471,99.13258612191193,0.027777777777777776,0.03529411764705882,51.0,30.0
10514,90.57754092629385,0.006944444444444444,0.036585365853658534,58.0,15.0
10572,188.29005084345306,0.5,0.03292181069958848,48.0,134.0
10633,127.9407778788036,0.005494505494505495,0.03571428571428571,43.0,49.0
10682,67.5557505946077,1.0,0.06451612903225806,14.0,15.0
10718,69.30081063957039,0.08333333333333333,0.07142857142857142,20.0,7.0
10749,35.33726603969192,0.0017857142857142857,0.013513513513513514,35.0,39.0
10778,100.38547271183644,0.0011148272017837235,0.018867924528301886,93.0,31.0
10903,56.85474387049281,0.0026455026455026454,0.009433962264150943,26.0,140.0
10910,117.99645282261864,1.0,0.03669724770642202,48.0,31.0
10960,140.01793064262546,1.0,0.12121212121212122,10.0,20.0
10980,116.02367930239177,0.014285714285714285,0.05970149253731343,39.0,19.0
11020,81.50126572861929,0.04,0.016129032258064516,96.0,54.0
11131,141.3757296611469,0.008264462809917356,0.06153846153846154,26.0,37.0
11181,65.88002807325894,0.0017857142857142857,0.02857142857142857,39.0,22.0
11216,226.18405577833715,0.5,0.03125,78.0,132.0
11365,86.40600709206858,0.25,0.022900763358778626,81.0,39.0
11418,161.56758938346582,0.05,0.045112781954887216,101.0,5.0
11552,89.44420026014006,1.0,0.025210084033613446,73.0,30.0
11606,138.04734474788503,0.008620689655172414,0.09090909090909091,11.0,31.0
11650,62.38232319193738,0.027777777777777776,0.01694915254237288,84.0,14.0
11720,97.70495360262981,0.0008230452674897119,0.026785714285714284,44.0,47.0
11770,208.76769595722993,0.08333333333333333,0.07692307692307693,41.0,41.0
11876,63.870555997535526,0.023809523809523808,0.02197802197802198,46.0,42.0
11921,90.57754092629385,0.008333333333333333,0.03529411764705882,62.0,17.0
12023,90.39503027248288,0.25,0.02608695652173913,83.0,27.0
12071,94.4592333632392,0.0017857142857142857,0.03296703296703297,47.0,35.0
12138,78.55071770911152,0.019230769230769232,0.03225806451612903,28.0,32.0
12179,137.70880969723564,0.25,0.0625,50.0,19.0
12233,161.33120733100753,0.01020408163265306,0.043859649122807015,31.0,45.0
12251,132.48529963558465,1.0,0.038461538461538464,56.0,46.0
12309,81.24767911889502,1.0,0.09523809523809523,14.0,6.0
12340,177.26492236354088,1.0,0.01762114537444934,64.0,236.0
12529,31.580037487819826,0.011111111111111112,0.011235955056179775,30.0,45.0
12576,110.29454578025035,0.00980392156862745,0.021621621621621623,75.0,80.0
12639,149.0370863596437,0.25,0.017964071856287425,55.0,203.0
12709,95.9555834091027,1.0,0.027777777777777776,51.0,42.0
12770,59.62721298214195,0.08333333333333333,0.02564102564102564,45.0,14.0
12826,119.65457828033324,0.012987012987012988,0.046511627906976744,59.0,23.0
12894,119.61600681129727,0.0008230452674897119,0.034782608695652174,46.0,47.0
12950,156.8131189031654,0.25,0.04950495049504951,43.0,36.0
13002,92.93989293985291,0.002770083102493075,0.01593625498007968,95.0,78.0
13120,223.48195588509824,0.00980392156862745,0.02358490566037736,46.0,257.0
13169,62.82501195203538,0.25,0.015625,35.0,61.0
13213,138.7224477777079,1.0,0.021834061135371178,94.0,78.0
13347,89.74093371024993,0.0007541478129713424,0.0234375,49.0,45.0
13374,92.01889996804847,0.0625,0.06976744186046512,13.0,25.0
13396,110.92686543971902,0.25,0.05263157894736842,30.0,15.0
13431,63.9703889394018,1.0,0.022222222222222223,49.0,39.0
13513,87.01775947679381,0.017857142857142856,0.020833333333333332,60.0,54.0
13581,84.7532393737987,0.0034602076124567475,0.016483516483516484,62.0,96.0
13664,94.45360828842112,0.002770083102493075,0.017316017316017316,93.0,87.0
13788,46.01361775069839,1.0,0.008130081300813009,115.0,101.0
13901,89.71200510847295,0.0008230452674897119,0.03125,49.0,42.0
13965,141.13982958914406,0.025,0.04310344827586207,49.0,32.0
14050,123.86482844913468,0.25,0.08163265306122448,32.0,13.0
14068,226.14201997352689,0.011363636363636364,0.08181818181818182,35.0,26.0
14145,66.92364847455762,0.1111111111111111,0.03278688524590164,48.0,10.0
14195,32.73532829038444,0.002770083102493075,0.006289308176100629,101.0,27.0
14300,129.06496586480603,0.1,0.05194805194805195,20.0,44.0
14336,67.73647001959016,0.010416666666666666,0.011538461538461539,120.0,95.0
14453,95.9555834091027,0.0017094017094017094,0.023622047244094488,61.0,65.0
14513,105.0134479819691,0.041666666666666664,0.034482758620689655,25.0,55.0
14546,70.00896532131273,0.0017543859649122807,0.01652892561983471,34.0,72.0
14588,94.23751792805308,0.1,0.04225352112676056,12.0,44.0
14651,88.49733961696397,0.004273504273504274,0.04225352112676056,45.0,19.0
14684,111.49906745846546,0.002,0.020618556701030927,107.0,70.0
14775,142.13685967623204,0.25,0.078125,22.0,38.0
14813,145.0295991279897,0.023809523809523808,0.054945054945054944,40.0,20.0
14887,45.92315254463924,1.0,0.008403361344537815,120.0,84.0
15010,95.9555834091027,0.0017094017094017094,0.023622047244094488,61.0,65.0
15071,70.47219448651589,0.002770083102493075,0.01107011070110701,73.0,121.0
15148,92.51949431770991,0.06666666666666667,0.05172413793103448,28.0,29.0
15195,154.1991571961832,0.011111111111111112,0.05154639175257732,31.0,50.0
15251,63.16007497563965,0.0017094017094017094,0.017699115044247787,45.0,65.0
15297,169.36779550697287,0.002178649237472767,0.03076923076923077,72.0,60.0
15363,181.57098713775244,0.00909090909090909,0.03286384976525822,62.0,95.0
15495,57.604004728045716,0.00510204081632653,0.01015228426395939,119.0,20.0
15565,121.4356364186502,0.0034602076124567475,0.04938271604938271,34.0,32.0
15606,117.8342110097222,0.16666666666666666,0.03225806451612903,75.0,21.0
15681,89.71200510847295,1.0,0.030927835051546393,44.0,45.0
15754,64.0142371198148,0.009615384615384616,0.03636363636363636,37.0,15.0
15777,141.13982958914406,0.5,0.0641025641025641,46.0,9.0
15879,58.011839651195885,0.008333333333333333,0.016,81.0,38.0
15996,77.02457377260545,0.004629629629629629,0.016042780748663103,85.0,80.0
16033,62.972822242159474,0.015873015873015872,0.014184397163120567,91.0,32.0
16152,115.6370744546882,0.016666666666666666,0.030534351145038167,33.0,84.0
16204,59.808003405648634,0.005208333333333333,0.022727272727272728,32.0,46.0
16219,169.4306969373986,1.0,0.058823529411764705,48.0,28.0
16293,66.24264981779233,0.0011123470522803114,0.02702702702702703,37.0,32.0
16428,123.86482844913468,0.0008230452674897119,0.02962962962962963,46.0,63.0
16483,169.4306969373986,0.002178649237472767,0.0273972602739726,57.0,104.0
16548,221.95591644433267,0.06666666666666667,0.0784313725490196,24.0,61.0
16629,91.39819589547129,0.014285714285714285,0.027777777777777776,74.0,17.0
16668,145.0295991279897,0.001890359168241966,0.03816793893129771,51.0,51.0
16775,51.34971584840363,0.0030959752321981426,0.010471204188481676,83.0,55.0
16877,69.97750455677188,1.0,0.058823529411764705,24.0,1.0
16925,152.05464997254612,0.00411522633744856,0.0390625,58.0,38.0
17018,92.51949431770991,1.0,0.02830188679245283,59.0,34.0
17099,117.75069151729309,0.0034602076124567475,0.05063291139240506,34.0,30.0
17146,115.6370744546882,0.016666666666666666,0.03508771929824561,33.0,68.0
17177,114.9883711291518,0.0625,0.031746031746031744,74.0,37.0
17270,111.38852924367167,0.0024154589371980675,0.02197802197802198,93.0,66.0
17382,85.28211580573921,0.00411522633744856,0.024793388429752067,55.0,41.0
17437,152.53640532066422,0.003401360544217687,0.0410958904109589,63.0,46.0
17510,120.58747740893601,0.016666666666666666,0.0425531914893617,27.0,57.0
17564,84.7153484686993,0.008547008547008548,0.01910828025477707,50.0,94.0
17612,172.11951683003915,0.003401360544217687,0.03608247422680412,67.0,75.0
17683,94.08787134189924,0.03333333333333333,0.02142857142857143,79.0,51.0
17772,117.74850680557854,0.00411522633744856,0.02857142857142857,39.0,58.0
17819,83.21059735037839,0.009615384615384616,0.06666666666666667,16.0,13.0
17830,182.46557996705533,0.004830917874396135,0.04316546762589928,45.0,70.0
17894,64.91378650189755,0.002,0.014705882352941176,83.0,46.0
17980,173.45561168203233,0.25,0.061224489795918366,30.0,49.0
18028,97.70495360262981,0.1111111111111111,0.08823529411764706,12.0,15.0
18061,145.0295991279897,0.05555555555555555,0.043859649122807015,59.0,47.0
18126,123.86482844913468,0.020833333333333332,0.06896551724137931,26.0,19.0
18159,228.87628245842058,1.0,0.0743801652892562,56.0,40.0
18239,86.40600709206858,1.0,0.026785714285714284,74.0,19.0
18292,150.73434676117003,0.25,0.05263157894736842,36.0,42.0
18323,124.09843948165368,0.03333333333333333,0.07142857142857142,36.0,11.0
18365,147.3502327995842,0.015873015873015872,0.01834862385321101,109.0,101.0
18576,58.011839651195885,0.0014184397163120568,0.009708737864077669,112.0,53.0
18621,63.16007497563965,0.022727272727272728,0.02197802197802198,31.0,54.0
18675,58.2432694875734,0.0007541478129713424,0.017857142857142856,63.0,30.0
18715,107.7235682845931,1.0,0.030303030303030304,87.0,26.0
18823,145.0295991279897,0.002380952380952381,0.032467532467532464,52.0,49.0
18886,176.91442655666634,0.011363636363636364,0.030418250950570342,83.0,87.0
18991,159.6763899938388,0.009615384615384616,0.07936507936507936,18.0,39.0
19034,52.69235833673964,0.00510204081632653,0.00881057268722467,75.0,92.0
19090,93.07382961124026,0.05,0.030927835051546393,55.0,36.0
19171,57.604004728045716,0.0007541478129713424,0.017543859649122806,64.0,30.0
19226,201.67762520969828,0.0017543859649122807,0.04375,53.0,63.0
19293,122.79186066632018,0.003472222222222222,0.025510204081632654,70.0,84.0
19356,98.82004210988842,0.016666666666666666,0.0379746835443038,54.0,19.0
19432,99.13258612191191,1.0,0.023255813953488372,33.0,71.0
19475,57.4941855645759,0.1111111111111111,0.010362694300518135,98.0,32.0
19562,92.89862133685101,0.007407407407407408,0.03488372093023256,17.0,38.0
19590,92.89862133685101,0.007407407407407408,0.03614457831325301,23.0,39.0
19802,73.61104623279537,0.002506265664160401,0.03571428571428571,37.0,16.0
19887,55.645617871895475,1.0,0.01652892561983471,33.0,65.0
19932,114.6351149960146,0.08333333333333333,0.03571428571428571,41.0,54.0
19994,154.83103556141833,0.00411522633744856,0.04065040650406504,56.0,31.0
20042,85.81190204671942,0.002,0.02586206896551724,68.0,41.0
20109,73.61104623279537,1.0,0.022222222222222223,65.0,16.0
20179,90.0619402362953,0.01020408163265306,0.019736842105263157,31.0,79.0
20239,60.293738704468005,0.00510204081632653,0.018867924528301886,40.0,50.0
20294,97.58220851629065,0.007246376811594203,0.016129032258064516,60.0,107.0
20413,58.011839651195885,1.0,0.03125,35.0,25.0
20466,134.63965781955486,0.0007246376811594203,0.03184713375796178,79.0,33.0
20553,96.02135567972218,0.002380952380952381,0.028037383177570093,48.0,29.0
20621,60.7178182093251,0.0011123470522803114,0.023529411764705882,38.0,38.0
20669,63.16007497563965,0.011111111111111112,0.029850746268656716,22.0,41.0
20680,89.74093371024993,1.0,0.019230769230769232,86.0,53.0
20859,91.78404957487741,0.004166666666666667,0.043478260869565216,51.0,15.0
20887,156.8131189031654,0.0026455026455026454,0.04310344827586207,31.0,69.0
20940,63.870555997535526,0.0007541478129713424,0.02040816326530612,40.0,46.0
21014,97.37067975284631,0.07142857142857142,0.043478260869565216,58.0,9.0
21069,171.43685403079388,0.0030959752321981426,0.01978021978021978,106.0,103.0
21172,93.07382961124026,1.0,0.05454545454545454,28.0,24.0
21223,124.09843948165368,0.002380952380952381,0.03773584905660377,38.0,38.0
21270,178.01488635654937,0.5,0.05384615384615385,55.0,58.0
21348,51.505856987786224,0.001443001443001443,0.008968609865470852,71.0,105.0
21417,121.64371997803688,0.014285714285714285,0.028985507246376812,60.0,41.0
21509,117.99645282261864,0.008333333333333333,0.0425531914893617,60.0,25.0
21574,165.4418186703755,0.25,0.028037383177570093,40.0,164.0
21739,121.81208607909007,1.0,0.02512562814070352,73.0,94.0
21797,88.81885309041256,0.014285714285714285,0.01875,78.0,54.0
21893,89.74093371024993,0.0018115942028985507,0.016129032258064516,64.0,104.0
21945,115.20800945609143,0.05,0.038834951456310676,78.0,5.0
22047,201.60652910324447,0.5,0.036036036036036036,47.0,98.0
22140,145.56384467350802,0.014285714285714285,0.023148148148148147,106.0,72.0
22256,77.02457377260545,0.0030959752321981426,0.01935483870967742,61.0,42.0
22371,98.90940923893845,0.023809523809523808,0.020512820512820513,82.0,85.0
22409,88.37565825729165,1.0,0.033707865168539325,56.0,17.0
22491,94.4592333632392,0.008264462809917356,0.030612244897959183,45.0,51.0
22519,80.37838730825318,0.015873015873015872,0.012345679012345678,72.0,95.0
22603,133.10398492939896,0.007692307692307693,0.03636363636363636,69.0,22.0
22689,122.97783333061822,0.02040816326530612,0.036036036036036036,36.0,48.0
22773,125.94564448431895,0.0125,0.05970149253731343,44.0,15.0
22808,123.35932575694655,0.004761904761904762,0.041666666666666664,49.0,44.0
22920,54.96215907349731,0.004032258064516129,0.012738853503184714,42.0,95.0
22948,90.57754092629385,0.2,0.03125,80.0,10.0
23095,77.59717846335487,0.0010214504596527069,0.016666666666666666,75.0,81.0
23119,123.86482844913468,0.5,0.04081632653061224,34.0,27.0
23182,58.2432694875734,0.0030959752321981426,0.017543859649122806,54.0,38.0
23243,102.08719265880217,0.0017094017094017094,0.025,50.0,62.0
23283,150.42239449630168,0.08333333333333333,0.04477611940298507,71.0,40.0
23359,121.64371997803688,0.020833333333333332,0.042105263157894736,54.0,30.0
23443,92.51949431770991,0.05555555555555555,0.03,29.0,63.0
23486,106.70072087126766,0.008771929824561403,0.026845637583892617,73.0,34.0
23545,91.23278998352767,1.0,0.024793388429752067,69.0,29.0
23626,75.21119724815084,0.0030959752321981426,0.01818181818181818,61.0,51.0
23759,79.49501606608308,0.012345679012345678,0.015544041450777202,51.0,93.0
23782,126.65948930627391,0.003472222222222222,0.03546099290780142,58.0,37.0
23842,105.0134479819691,1.0,0.03896103896103896,19.0,49.0
23860,52.430885825929934,0.5,0.014598540145985401,54.0,61.0
23920,97.37067975284631,1.0,0.02654867256637168,61.0,26.0
23989,73.76550721287391,0.0030959752321981426,0.017543859649122806,66.0,54.0
24079,135.95765990312444,0.002,0.0423728813559322,55.0,43.0
24135,129.32863077225812,0.002304147465437788,0.029411764705882353,76.0,53.0
24225,43.80146483810307,0.02,0.007874015748031496,87.0,126.0
24305,96.50962778650641,0.015384615384615385,0.02631578947368421,21.0,83.0
24320,98.35400961716522,0.0030959752321981426,0.023121387283236993,61.0,61.0
24389,61.63707495480204,1.0,0.02702702702702703,66.0,3.0
24504,128.13948604996565,0.008771929824561403,0.029239766081871343,81.0,44.0
24578,58.011839651195885,0.0625,0.019801980198019802,33.0,53.0
24629,56.5889143005098,0.001443001443001443,0.010416666666666666,43.0,103.0
24671,122.68614299191405,0.023809523809523808,0.029239766081871343,61.0,63.0
24779,130.1096113550542,0.007407407407407408,0.06557377049180328,27.0,25.0
24812,36.80552311639769,0.0017094017094017094,0.014285714285714285,40.0,30.0
24908,145.21806805829684,0.009615384615384616,0.10256410256410256,10.0,23.0
24947,128.13948604996565,0.008771929824561403,0.03184713375796178,77.0,37.0
25026,87.01775947679381,0.041666666666666664,0.0410958904109589,30.0,30.0
25057,206.05988690976247,1.0,0.15217391304347827,13.0,13.0
25101,77.59717846335487,0.0030959752321981426,0.02,64.0,35.0
25171,63.870555997535526,0.1111111111111111,0.024390243902439025,48.0,20.0
25221,72.4356012984553,0.0030959752321981426,0.01775147928994083,68.0,47.0
25280,64.53248293240301,1.0,0.019417475728155338,35.0,66.0
25321,70.68786483057345,0.16666666666666666,0.02702702702702703,53.0,20.0
25373,124.09843948165368,0.002770083102493075,0.017094017094017096,74.0,86.0
25484,149.56822285041656,1.0,0.05434782608695652,52.0,22.0
25530,122.37873276650322,0.1111111111111111,0.07017543859649122,32.0,15.0
25565,145.0295991279897,0.005494505494505495,0.05102040816326531,31.0,50.0
25638,98.35400961716522,0.013888888888888888,0.022099447513812154,75.0,86.0
25727,102.51158883997252,0.008771929824561403,0.025157232704402517,82.0,38.0
25807,137.70880969723564,0.005494505494505495,0.049019607843137254,36.0,51.0
25850,223.5556295394655,0.007407407407407408,0.047872340425531915,43.0,80.0
25923,73.61104623279537,0.02040816326530612,0.06666666666666667,20.0,7.0
25972,120.77005456839181,0.05,0.04878048780487805,39.0,38.0
26045,85.21099993837062,0.0017857142857142857,0.02054794520547945,80.0,55.0
26110,78.55071770911152,1.0,0.14285714285714285,13.0,1.0
26147,255.30891110716033,0.011363636363636364,0.053763440860215055,37.0,70.0
